prior_name,base_model,dc_solution,base_solution,anchor_type,comparison,log_odds_median,log_odds_l95,log_odds_u95,OR_median,OR_l95,OR_u95,posterior_probability_OR_gt_1,posterior_probability_OR_lt_1,conclusion
regularizing,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.03238157368616614,-1.0425523268949537,1.096664764703697,0.9681371086928513,0.35255370471816544,2.994163125118563,0.4815,0.5185,uncertain
regularizing,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.015658351631521183,-1.0329434613621025,1.1202014069462023,0.9844636097925255,0.35595768021628854,3.065471887554098,0.486,0.514,uncertain
regularizing,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-1.2877515485684579,-2.1460243455066608,-0.38544504540829877,0.27589041245243723,0.11694818043320794,0.6801478724471515,0.00275,0.99725,lower under Anchor
regularizing,gemma3,Smart and sustainable DC cables,gemma3__Smart and sustainable DC cables,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-3.456175317136606,-4.277469981585982,-2.672970279606629,0.03155020109629054,0.013877728637486745,0.0690468321647183,0,1,lower under Anchor
regularizing,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.09975012553946914,-1.327187711908835,1.5629886149688121,1.104894799888926,0.2652220949394519,4.773065119084444,0.554625,0.445375,uncertain
regularizing,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.08101958760748648,-1.296678042445411,1.4782146226784867,1.0843921374766374,0.2734386377053821,4.385111807745371,0.545,0.455,uncertain
regularizing,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.09204687151053093,-1.304423377589582,1.5478878110756087,1.0964162115645453,0.27132899382974807,4.701529227343057,0.551,0.449,uncertain
regularizing,gemma3,Solid-state circuit breaker,gemma3__Solid-state circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.08128058625651148,-1.312600744264238,1.5303216493776952,1.0846751990615602,0.2691192408782967,4.6196627560087045,0.546875,0.453125,uncertain
regularizing,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.07799382060258937,-1.2949018470823934,1.5437065127505707,1.0811159788529023,0.27392475154361945,4.681911716159339,0.54525,0.45475,uncertain
regularizing,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.09210926960423138,-1.311527436664989,1.5532562942995556,1.0964846302500844,0.2694082439708481,4.7268371622208205,0.552625,0.447375,uncertain
regularizing,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.0763561232429047,-1.3395205120838918,1.5314462903921473,1.0793468933182062,0.2619712506032034,4.624861970720019,0.53975,0.46025,uncertain
regularizing,gemma3,Static protection system,gemma3__Static protection system,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.09008724300425097,-1.2954143170541432,1.5025931194003292,1.0942697471349705,0.2737844077263164,4.493326740458651,0.5525,0.4475,uncertain
regularizing,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.11862387542424242,-0.5867221924439402,0.7902641382936874,1.1259463438052406,0.5561472448420681,2.2039785067960143,0.634625,0.365375,uncertain
regularizing,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.21941970451299464,-0.9317530218836878,0.4558321972609371,0.8029846322682463,0.39386265558889305,1.5774856177941572,0.264,0.736,uncertain
regularizing,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.4436315814921645,-0.24160879677307381,1.1433989813209327,1.5583562569739082,0.7853633978743894,3.137414274916122,0.89075,0.10925,uncertain
regularizing,llama,DC-DC converter,llama__DC-DC converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.5459850024920015,-0.1241324670820214,1.2467764928724623,1.7263079630065827,0.8832628493348643,3.4791099836004316,0.946375,0.053625,uncertain
regularizing,llama,DC connectors,llama__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-1.3155855805357506,-2.3167780845205392,-0.4113965317312302,0.2683171636754881,0.09859073093192727,0.6627240940378295,0.0015,0.9985,lower under Anchor
regularizing,llama,DC connectors,llama__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.5802008430471415,-1.421375716086793,0.2010843541891849,0.5597859287555342,0.24138176838735487,1.2227279106976348,0.0725,0.9275,uncertain
regularizing,llama,DC connectors,llama__DC connectors,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-0.1597630053517382,-0.9545469819626581,0.5869176188158376,0.852345767058069,0.38498651113081245,1.7984363969159853,0.34125,0.65875,uncertain
regularizing,llama,DC connectors,llama__DC connectors,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.9104292949919945,-1.817821894636071,-0.09529203877025068,0.40235145995935895,0.16237904832542835,0.9091074010913294,0.014,0.986,lower under Anchor
regularizing,llama,DC measurement device,llama__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.3826027309236558,-1.545268158038176,0.645219778312694,0.6820838165625767,0.2132546806584435,1.9064060789370454,0.24525,0.75475,uncertain
regularizing,llama,DC measurement device,llama__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.38661171729926674,-1.5320701120326066,0.6502133283520265,0.6793548271081218,0.21608788747831262,1.9159495187027131,0.24475,0.75525,uncertain
regularizing,llama,DC measurement device,llama__DC measurement device,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.38656034356631797,-0.640072147571856,1.3323248267091645,1.4719092249192958,0.5272543880434347,3.789843948494391,0.78175,0.21825,uncertain
regularizing,llama,DC measurement device,llama__DC measurement device,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.38099194897869015,-1.5380761332189434,0.6706649373342966,0.6831834187339136,0.21479395707456295,1.955537353802837,0.244375,0.755625,uncertain
regularizing,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.3747047359037838,-0.3491579681946903,1.0938854138312533,1.4545618713489454,0.7052817206934644,2.9858528380524705,0.834,0.166,uncertain
regularizing,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.7818637814461811,-1.7220541443297255,0.05621713329507216,0.4575524384952083,0.17869869776329486,1.0578273483631018,0.035875,0.964125,uncertain
regularizing,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.37539529349415657,-0.355590198032912,1.0705263476987465,1.4555666805188323,0.7007597379752389,2.9169144504970066,0.842625,0.157375,uncertain
regularizing,llama,DC solution design tool,llama__DC solution design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.7750713677632641,-1.6905330368435842,0.032477297792045404,0.460670904905346,0.18442120095899958,1.033010442006478,0.031125,0.968875,uncertain
regularizing,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.0705781123815428,-0.9804194312237904,0.769512233997796,0.9318549596536352,0.3751537152340248,2.1587130638669847,0.435875,0.564125,uncertain
regularizing,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.918931479424024,0.1532111342730397,1.6457315889696682,2.5066106000972748,1.165571044961153,5.184801731246086,0.98825,0.01175,higher under Anchor
regularizing,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.0260591401369337,0.29735950658289034,1.7507281552884049,2.790048950394934,1.346299223422701,5.758794490698177,0.996875,0.003125,higher under Anchor
regularizing,llama,LVAC-LVDC interlink converter,llama__LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.2522216427617314,-0.6061599698083485,1.0519375505095705,1.2868812340379954,0.5454413640355624,2.86319333069221,0.72625,0.27375,uncertain
regularizing,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.9634713900343934,-1.8214148852546705,-0.1887876555193187,0.381566022969263,0.16179666521687383,0.8279623021887582,0.008375,0.991625,lower under Anchor
regularizing,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.2047843297585839,-0.5092669543978207,0.9015054845733165,1.2272603530365922,0.6009359633298466,2.463308802252258,0.715125,0.284875,uncertain
regularizing,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.08893015828973906,-0.6138681378692246,0.7848740579676543,1.093004325912144,0.5412531755122328,2.1921308423812618,0.593,0.407,uncertain
regularizing,llama,Network design tool for DC solutions,llama__Network design tool for DC solutions,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.023812773337529708,-0.7471559873478537,0.6731870702430741,0.9764685292375797,0.47371188171604195,1.960475548530291,0.4735,0.5265,uncertain
regularizing,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.2966500512698837,-1.0380083301423773,0.4092390114892627,0.7433040854206784,0.3541593776852609,1.5056715524933935,0.206625,0.793375,uncertain
regularizing,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.06567219584487166,-0.7711256877177901,0.6005929793031043,0.9364377827841219,0.46249215413995415,1.823199601231408,0.425375,0.574625,uncertain
regularizing,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.5897812950211557,-0.1047056457136461,1.3158921353146,1.8035939180497826,0.9005895776612214,3.7280754566843726,0.953625,0.046375,uncertain
regularizing,llama,Protection DC system design tool,llama__Protection DC system design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.26076125383129867,-0.43254363714798605,0.9570650782683978,1.2979177585218238,0.648856538303126,2.6040425885725336,0.772125,0.227875,uncertain
regularizing,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.3748078756145754,-1.0597346726551575,0.3400535758703189,0.6874213367704574,0.34654776807565923,1.405022871003696,0.15325,0.84675,uncertain
regularizing,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.37140668588504483,-1.067427638302379,0.34409895891249215,0.6897633783832244,0.3438919963755994,1.410718231896291,0.153125,0.846875,uncertain
regularizing,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-0.48223541720577806,-1.1901382800154154,0.23797074274405303,0.6174016998164686,0.30417920121372427,1.2686720744808084,0.0905,0.9095,uncertain
regularizing,llama,Semiconductor-based circuit breaker,llama__Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.14378307879298496,-0.8480690579625964,0.5805047871214927,0.8660755978530592,0.4282410427386866,1.7869402280934223,0.34725,0.65275,uncertain
regularizing,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.1322182966134772,-0.8192344323851632,0.5532536296659677,0.8761497155554582,0.4407689664700827,1.738901877107434,0.358,0.642,uncertain
regularizing,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.23732515742436838,-0.9405616680975587,0.4528569727921836,0.7887347834467946,0.3904084937812479,1.5727992245136595,0.258,0.742,uncertain
regularizing,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.5537860652222482,-0.16249031884595933,1.2930993988768784,1.7398276696599222,0.8500243206877256,3.6440635516366537,0.93325,0.06675,uncertain
regularizing,llama,Smart and sustainable DC cables,llama__Smart and sustainable DC cables,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.23597998173209636,-0.9404619478751962,0.4500111446980785,0.7897964841494336,0.3904474274974344,1.5683299953475014,0.249625,0.750375,uncertain
regularizing,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.13542879688525822,-0.8490911336209696,0.5945687094905039,0.8733413459966795,0.4278035715945506,1.8122491953489204,0.353125,0.646875,uncertain
regularizing,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.483602190639284,-1.1762459829534258,0.22380166985178812,0.6165584258939596,0.3084344949444794,1.2508229190527522,0.087875,0.912125,uncertain
regularizing,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.645828125270933,-0.13961502125393083,1.4827318810189762,1.9075660916583024,0.8696929902784905,4.404963134714314,0.946625,0.053375,uncertain
regularizing,llama,Solid-state circuit breaker,llama__Solid-state circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-0.25691853923512065,-0.968989076824783,0.47054682604820003,0.773431215809316,0.3794664765383384,1.6008695961823243,0.23675,0.76325,uncertain
regularizing,llama,Static protection system,llama__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.2805036045927537,-0.410589088771355,1.0089828788544826,1.3237963144017857,0.663259422564455,2.742809893791156,0.787625,0.212375,uncertain
regularizing,llama,Static protection system,llama__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.27994693231637385,-0.9735465228763966,0.414394966419242,0.7558238502127068,0.37774101025375206,1.513454772903277,0.218625,0.781375,uncertain
regularizing,llama,Static protection system,llama__Static protection system,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.4015125158643651,-0.30819974732445526,1.1570185184144408,1.4940828141673328,0.7347685353016706,3.180436735310603,0.864375,0.135625,uncertain
regularizing,llama,Static protection system,llama__Static protection system,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.16707271211577926,-0.5297372974851599,0.8998837506545109,1.1818401963841823,0.5887596180212527,2.4593172263491323,0.675625,0.324375,uncertain
regularizing,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.39021534297954685,-0.32879554740819494,1.14012793134173,1.4772988856101228,0.7197901793774386,3.1271684454366864,0.858625,0.141375,uncertain
regularizing,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.7444538567812109,-1.468721686874095,-0.04740675101284856,0.47499364367475505,0.23021959145773122,0.953699401033473,0.0195,0.9805,lower under Anchor
regularizing,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-1.8733160754595386,-2.7073249895206213,-1.0948550625938098,0.15361342260686567,0.06671503250283665,0.33458809847583215,0,1,lower under Anchor
regularizing,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-1.2041376187437578,-1.9518596328144024,-0.4923823870756112,0.29995056012033394,0.14200974029579724,0.6111686235601463,3.75e-4,0.999625,lower under Anchor
regularizing,mistral,DC connectors,mistral__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.8531376017390724,-1.6574450358681954,0.01885528672821787,0.42607598121349755,0.19062540935772843,1.0190341701965473,0.0265,0.9735,uncertain
regularizing,mistral,DC connectors,mistral__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.28107094615697736,-0.6985341845176785,1.3866021115458593,1.3245475832074103,0.49731374523148125,4.001231453641081,0.7055,0.2945,uncertain
regularizing,mistral,DC connectors,mistral__DC connectors,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-2.4350768429360423,-3.1892514183028005,-1.6972063255481726,0.08759101605274866,0.0412027030155581,0.18319459596603968,0,1,lower under Anchor
regularizing,mistral,DC connectors,mistral__DC connectors,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,-2.535953511317765,-3.291744864332128,-1.809169924674556,0.07918617839078647,0.03718890362041827,0.1637900403532258,0,1,lower under Anchor
regularizing,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,-0.4997778619862985,-1.2842574035429946,0.2526518045699325,0.6066654117562884,0.27685609969552866,1.2874349365029212,0.095,0.905,uncertain
regularizing,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,-0.9552216753835313,-1.8125847473592556,-0.15587053577030602,0.3847268506516406,0.1632316812444099,0.8556699618952289,0.00875,0.99125,lower under Anchor
regularizing,mistral,DC measurement device,mistral__DC measurement device,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,-1.4860031554328843,-2.444763514197853,-0.6273568280651258,0.2262752377255261,0.08674664775849572,0.5340013953098318,1.25e-4,0.999875,lower under Anchor
